Book ID,Title,Author(s),Category,Price (ETB),Cover Image,Language,Publisher,Format,Page Count,Publication Year,ISBN,Original Filename,File Path,File Size
BK-00085,"Fundamentals Of Applied Electromagnetics (8th edition) (fawwaz T  Ulaby, Umberto Ravaioli) A & A 0088",Unknown,Aerospace & Aeronautical Engineering Corner,,BK-00085.webp,en,,PDF,489.0,2022.0,,"Fundamentals_Of_Applied_Electromagnetics_(8th_edition)_(fawwaz_T._Ulaby,_Umberto_Ravaioli)-A_&_A_0088.pdf","Fundamentals_Of_Applied_Electromagnetics_(8th_edition)_(fawwaz_T._Ulaby,_Umberto_Ravaioli)-A_&_A_0088.pdf",29.96 MB
BK-00086,Fundamentals of Aviation Operations,Gert Meijer,Aerospace & Aeronautical Engineering Corner,,BK-00086.webp,en,,PDF,221.0,2020.0,,Fundamentals_Of_Aviation_Operations-A_&_A_0089.pdf,Fundamentals_Of_Aviation_Operations-A_&_A_0089.pdf,6.23 MB
BK-00087,Low Speed Aerodynamics (joseph Katz Allen Plotkin) A & A 0119,Unknown,Aerospace & Aeronautical Engineering Corner,,BK-00087.webp,en,,PDF,629.0,,,Low_Speed_Aerodynamics_(joseph_Katz_Allen_Plotkin)-A_&_A_0119.pdf,Low_Speed_Aerodynamics_(joseph_Katz_Allen_Plotkin)-A_&_A_0119.pdf,10.27 MB
BK-00088,Gas dynamics,"John, James E. A., 1933-",Aerospace & Aeronautical Engineering Corner,,BK-00088.webp,en,,PDF,696.0,2022.0,,"Gas_Dynamics_(john,_James_E._A.,_1933_,_Keith,_Theo_G)-A_&_A_0095.pdf","Gas_Dynamics_(john,_James_E._A.,_1933_,_Keith,_Theo_G)-A_&_A_0095.pdf",30.55 MB
BK-00089,Aerodynamics of Road Vehicles,Wolf Heinrich Hucho,Aerospace & Aeronautical Engineering Corner,,BK-00089.webp,en,,PDF,952.0,2024.0,,Aerodynamics_Of_Road_Vehicles_(wolf_Heinrich_Hucho)_-A_&_A_0014.pdf,Aerodynamics_Of_Road_Vehicles_(wolf_Heinrich_Hucho)_-A_&_A_0014.pdf,51.74 MB
BK-00090,Microsoft Word - SOM Contents and preface.docx,hp,Aerospace & Aeronautical Engineering Corner,,BK-00090.webp,en,,PDF,431.0,2012.0,,Strength_Of_Material_By_S_K_Mondal-A_&_A_0144.pdf,Strength_Of_Material_By_S_K_Mondal-A_&_A_0144.pdf,12.12 MB
BK-00091,Introduction To Compressible Fluid Flow Second Edition (patrick H  Oosthuizen) A & A 0112,Unknown,Aerospace & Aeronautical Engineering Corner,,BK-00091.webp,en,,PDF,583.0,2023.0,,Introduction_To_Compressible_Fluid_Flow_Second_Edition_(patrick_H._Oosthuizen)-A_&_A_0112.pdf,Introduction_To_Compressible_Fluid_Flow_Second_Edition_(patrick_H._Oosthuizen)-A_&_A_0112.pdf,86.31 MB
BK-00092,"Applied Aerodynamics (leonard Bairstow，c b e ,d sc ,f r s ) A & A 0006",Unknown,Aerospace & Aeronautical Engineering Corner,,BK-00092.webp,en,,PDF,824.0,2023.0,,"Applied_Aerodynamics_(leonard_Bairstow，c.b.e.,d.sc.,f.r.s.)-A_&_A_0006.pdf","Applied_Aerodynamics_(leonard_Bairstow，c.b.e.,d.sc.,f.r.s.)-A_&_A_0006.pdf",25.43 MB
BK-00093,Local Exhaust Ventilation: Aerodynamic Processes and Calculations of Dust Emissions,"Logachev, Ivan,Logachev, Konstantin,Averkova, Olga",Aerospace & Aeronautical Engineering Corner,,BK-00093.webp,en,,PDF,558.0,2015.0,,Local_exhaust_ventilation_aerodynamic_processes_and_calculations-A_&_A_0117.pdf,Local_exhaust_ventilation_aerodynamic_processes_and_calculations-A_&_A_0117.pdf,6.02 MB
BK-00094,Aerodynamics Of Wings And Bodies (holt Ashley) A & A 0015,Unknown,Aerospace & Aeronautical Engineering Corner,,BK-00094.webp,en,,PDF,144.0,,,Aerodynamics_Of_Wings_And_Bodies_(holt_Ashley)-A_&_A_0015.pdf,Aerodynamics_Of_Wings_And_Bodies_(holt_Ashley)-A_&_A_0015.pdf,9.74 MB
BK-00095,"Elements Of Gasdynamics (h  W  Liepmann, A  Roshko) A & A 0075",Unknown,Aerospace & Aeronautical Engineering Corner,,BK-00095.webp,en,,PDF,232.0,2007.0,,"Elements_Of_Gasdynamics_(h._W._Liepmann,_A._Roshko)-A_&_A_0075.pdf","Elements_Of_Gasdynamics_(h._W._Liepmann,_A._Roshko)-A_&_A_0075.pdf",39.61 MB
BK-00096,Flight testing of fixed-wing aircraft ,"Kimberlin, Ralph D., 1940-",Aerospace & Aeronautical Engineering Corner,,BK-00096.webp,en,,PDF,468.0,2023.0,,"Flight_Testing_Of_Fixed_wing_Aircraft_(kimberlin,_Ralph_D.,_1940_)-A_&_A_0084.pdf","Flight_Testing_Of_Fixed_wing_Aircraft_(kimberlin,_Ralph_D.,_1940_)-A_&_A_0084.pdf",19.76 MB
BK-00097,Fifth Edition Aerodynamics for Engineering Students,E.L. Houghton; P.W. Carpenter,Aerospace & Aeronautical Engineering Corner,,BK-00097.webp,en,,PDF,614.0,2003.0,,Aerodynamics_houghton&carpenter-A_&_A_0016.pdf,Aerodynamics_houghton&carpenter-A_&_A_0016.pdf,15.81 MB
BK-00098,Fluid dynamic Lift Practical Information On Aerodynamic And Hydrodynamic Lift (sighard F  Hoerner) A & A 0086,Unknown,Aerospace & Aeronautical Engineering Corner,,BK-00098.webp,en,,PDF,507.0,1999.0,,Fluid_dynamic_Lift_Practical_Information_On_Aerodynamic_And_Hydrodynamic_Lift_(sighard_F._Hoerner)-A_&_A_0086.pdf,Fluid_dynamic_Lift_Practical_Information_On_Aerodynamic_And_Hydrodynamic_Lift_(sighard_F._Hoerner)-A_&_A_0086.pdf,32.17 MB
BK-00099,Civil Avionics Systems,"Moir, Ian, Seabridge, Allan, Jukes, Malcolm",Aerospace & Aeronautical Engineering Corner,,BK-00099.webp,en,,PDF,612.0,2013.0,,"Civil_Avionics_Systems_(ian_Moir,_Allan_Seabridge,_Malcolm_Jukes)-A_&_A_0047.pdf","Civil_Avionics_Systems_(ian_Moir,_Allan_Seabridge,_Malcolm_Jukes)-A_&_A_0047.pdf",44.86 MB
BK-00100,Flight Stability And Automatic Control (robert C  Nelson) A & A 0083,Unknown,Aerospace & Aeronautical Engineering Corner,,BK-00100.webp,en,,PDF,150.0,1999.0,,Flight_Stability_And_Automatic_Control_(robert_C._Nelson)-A_&_A_0083.pdf,Flight_Stability_And_Automatic_Control_(robert_C._Nelson)-A_&_A_0083.pdf,9.75 MB
BK-00101,Large Eddy Simulation For Incompressible Flows  An Introduction  3rd Ed  (pierre Sagaut) A & A 0116,Unknown,Aerospace & Aeronautical Engineering Corner,,BK-00101.webp,en,,PDF,575.0,2005.0,,Large_Eddy_Simulation_For_Incompressible_Flows._An_Introduction._3rd_Ed._(pierre_Sagaut)-A_&_A_0116.pdf,Large_Eddy_Simulation_For_Incompressible_Flows._An_Introduction._3rd_Ed._(pierre_Sagaut)-A_&_A_0116.pdf,8.73 MB
BK-00102,introduction to aerodynamics of a compressible fluid,hans wolfgang liepmann and allen e. puckett,Aerospace & Aeronautical Engineering Corner,,BK-00102.webp,en,,PDF,280.0,2023.0,,Introduction_To_Aerodynamics_Of_A_Compressible_Fluid_(hans_Wolfgang_Liepmann_And_Allen_E._Puckett)-A_&_A_0167.pdf,Introduction_To_Aerodynamics_Of_A_Compressible_Fluid_(hans_Wolfgang_Liepmann_And_Allen_E._Puckett)-A_&_A_0167.pdf,12.44 MB
BK-00103,Modern Flight Dynamics,David K. Schmidt,Aerospace & Aeronautical Engineering Corner,,BK-00103.webp,en,,PDF,975.0,2023.0,,Modern_Flight_Dynamics_(david_K._Schmidt)-A_&_A_0127.pdf,Modern_Flight_Dynamics_(david_K._Schmidt)-A_&_A_0127.pdf,16.69 MB
BK-00104,Computational Fluid Dynamics  (t  J  Chung) A & A 0051,Unknown,Aerospace & Aeronautical Engineering Corner,,BK-00104.webp,en,,PDF,1058.0,2010.0,,Computational_Fluid_Dynamics._(t._J._Chung)-A_&_A_0051.pdf,Computational_Fluid_Dynamics._(t._J._Chung)-A_&_A_0051.pdf,22.25 MB
BK-00105,Aerospace Formula Book A & A 0018,Unknown,Aerospace & Aeronautical Engineering Corner,,BK-00105.webp,en,,PDF,143.0,2020.0,,Aerospace_Formula_Book-A_&_A_0018.pdf,Aerospace_Formula_Book-A_&_A_0018.pdf,7.43 MB
BK-00106,Mechanics Of Flight (warren F  Phillips) A & A 0120,Unknown,Aerospace & Aeronautical Engineering Corner,,BK-00106.webp,en,,PDF,983.0,,,Mechanics_Of_Flight_(warren_F._Phillips)-A_&_A_0120.pdf,Mechanics_Of_Flight_(warren_F._Phillips)-A_&_A_0120.pdf,73.40 MB
BK-00107,"Aerodynamics Of Wind Turbines (martin O l hansen, Hansen, Martin O  L ) A & A 0002",Unknown,Aerospace & Aeronautical Engineering Corner,,BK-00107.webp,en,,PDF,190.0,2023.0,,"Aerodynamics_Of_Wind_Turbines_(martin_O.l.hansen,_Hansen,_Martin_O._L.)-A_&_A_0002.pdf","Aerodynamics_Of_Wind_Turbines_(martin_O.l.hansen,_Hansen,_Martin_O._L.)-A_&_A_0002.pdf",20.16 MB
BK-00108,"Gas Dynamics, Vol  2 Multidimensional Flow (maurice Joseph Zucrow, Joe D  Hoffman) A & A 0094",Unknown,Aerospace & Aeronautical Engineering Corner,,BK-00108.webp,en,,PDF,491.0,1999.0,,"Gas_Dynamics,_Vol._2_Multidimensional_Flow_(maurice_Joseph_Zucrow,_Joe_D._Hoffman)-A_&_A_0094.pdf","Gas_Dynamics,_Vol._2_Multidimensional_Flow_(maurice_Joseph_Zucrow,_Joe_D._Hoffman)-A_&_A_0094.pdf",18.15 MB
BK-00109,Turbulent Flows,Stephen B. Pope,Aerospace & Aeronautical Engineering Corner,,BK-00109.webp,en,,PDF,807.0,2013.0,,Turbulent_Flows_(stephen_B._Pope)-A_&_A_0161.pdf,Turbulent_Flows_(stephen_B._Pope)-A_&_A_0161.pdf,6.50 MB
BK-00110,Eigenstructure Control Algorithms A & A 0073,Unknown,Aerospace & Aeronautical Engineering Corner,,BK-00110.webp,en,,PDF,304.0,2013.0,,Eigenstructure_Control_Algorithms-A_&_A_0073.pdf,Eigenstructure_Control_Algorithms-A_&_A_0073.pdf,5.02 MB
BK-00111,Airframe Structural Design Practical Design Information And Data On Aircraft Structures (michael Chun yung Niu) A & A 0032,Unknown,Aerospace & Aeronautical Engineering Corner,,BK-00111.webp,en,,PDF,621.0,2019.0,,Airframe_Structural_Design_Practical_Design_Information_And_Data_On_Aircraft_Structures_(michael_Chun_yung_Niu)-A_&_A_0032.pdf,Airframe_Structural_Design_Practical_Design_Information_And_Data_On_Aircraft_Structures_(michael_Chun_yung_Niu)-A_&_A_0032.pdf,82.40 MB
BK-00112,"Fundamentals Of Electric Propulsion Ion And Hall Thrusters (dan M  Goebel, Ira Katz) A & A 0090",Unknown,Aerospace & Aeronautical Engineering Corner,,BK-00112.webp,en,,PDF,514.0,2008.0,,"Fundamentals_Of_Electric_Propulsion_Ion_And_Hall_Thrusters_(dan_M._Goebel,_Ira_Katz)-A_&_A_0090.pdf","Fundamentals_Of_Electric_Propulsion_Ion_And_Hall_Thrusters_(dan_M._Goebel,_Ira_Katz)-A_&_A_0090.pdf",22.11 MB
BK-00113,"Fluid Mechanics Sixth Edition (pijush K kundu, Kundu, Pijush K , Cohen) A & A 0077",Unknown,Aerospace & Aeronautical Engineering Corner,,BK-00113.webp,en,,PDF,945.0,2023.0,,"Fluid_Mechanics_Sixth_Edition_(pijush_K.kundu,_Kundu,_Pijush_K.,_Cohen)-A_&_A_0077.pdf","Fluid_Mechanics_Sixth_Edition_(pijush_K.kundu,_Kundu,_Pijush_K.,_Cohen)-A_&_A_0077.pdf",157.02 MB
BK-00114,FLIGHT THEORY AND AERODYNAMICS,Joseph R. Badick & Brian A. Johnson,Aerospace & Aeronautical Engineering Corner,,BK-00114.webp,en,,PDF,849.0,2021.0,,"Flight_Theory_And_Aerodynamics_(joseph_R._Badick,_Brian_A._Johnson)-A_&_A_0079.pdf","Flight_Theory_And_Aerodynamics_(joseph_R._Badick,_Brian_A._Johnson)-A_&_A_0079.pdf",93.94 MB
BK-00115,Aerodynamic Design Of Transport Aircraft (e  Obert) A & A 0008,Unknown,Aerospace & Aeronautical Engineering Corner,,BK-00115.webp,en,,PDF,657.0,2009.0,,Aerodynamic_Design_Of_Transport_Aircraft_(e._Obert)-A_&_A_0008.pdf,Aerodynamic_Design_Of_Transport_Aircraft_(e._Obert)-A_&_A_0008.pdf,29.52 MB
BK-00116,Small Unmanned Aircraft,"McLain, Timothy W., Beard, Randal W.",Aerospace & Aeronautical Engineering Corner,,BK-00116.webp,en,,PDF,317.0,2011.0,,"Small_Unmanned_Aircraft_Theory_And_Practice_(randal_W._Beard,_Timothy_W._Mclain)-A_&_A_0142.pdf","Small_Unmanned_Aircraft_Theory_And_Practice_(randal_W._Beard,_Timothy_W._Mclain)-A_&_A_0142.pdf",7.65 MB
BK-00117,Computational Fluid Mechanics and Heat Transfer; Fourth Edition,Dale A. Anderson,Aerospace & Aeronautical Engineering Corner,,BK-00117.webp,en,,PDF,976.0,2023.0,,"Computational_Fluid_Mechanics_And_Heat_Transfer_(dale_A._Anderson,_John_C._Tannehill)-A_&_A_0052.pdf","Computational_Fluid_Mechanics_And_Heat_Transfer_(dale_A._Anderson,_John_C._Tannehill)-A_&_A_0052.pdf",31.21 MB
BK-00118,Turbulence Modeling For Cfd (third Edition) (david C  Wilcox) A & A 0160,Unknown,Aerospace & Aeronautical Engineering Corner,,BK-00118.webp,en,,PDF,544.0,2011.0,,Turbulence_Modeling_For_Cfd_(third_Edition)_(david_C._Wilcox)-A_&_A_0160.pdf,Turbulence_Modeling_For_Cfd_(third_Edition)_(david_C._Wilcox)-A_&_A_0160.pdf,126.50 MB
BK-00119,Combine,Mohsen,Aerospace & Aeronautical Engineering Corner,,BK-00119.webp,en,,PDF,453.0,2021.0,,"Viscous_Fluid_Flow_Solution_Manual_(2022)_(frank_M._White,_Joseph_Majdalani)-A_&_A_0164.pdf","Viscous_Fluid_Flow_Solution_Manual_(2022)_(frank_M._White,_Joseph_Majdalani)-A_&_A_0164.pdf",8.96 MB
BK-00120,The Encyclopedia of Aerodynamics,Frank Hitchens,Aerospace & Aeronautical Engineering Corner,,BK-00120.webp,en,,PDF,877.0,2015.0,,The_Encyclopedia_Of_Aerodynamics_(frank_E._Hitchens)-A_&_A_0151.pdf,The_Encyclopedia_Of_Aerodynamics_(frank_E._Hitchens)-A_&_A_0151.pdf,81.04 MB
BK-00121,Theoretical And Computational Aerodynamics (tapan K Sengupta) A & A 0158,Unknown,Aerospace & Aeronautical Engineering Corner,,BK-00121.webp,en,,PDF,517.0,2014.0,,Theoretical_And_Computational_Aerodynamics_(tapan_K_Sengupta)-A_&_A_0158.pdf,Theoretical_And_Computational_Aerodynamics_(tapan_K_Sengupta)-A_&_A_0158.pdf,17.39 MB
BK-00122,Jet Propulsiona Simple Guide To The Aerodynamic And Thermodynamic Design And Performance Of Jet Engines (nicholas Cumpsty) A & A 0115,Unknown,Aerospace & Aeronautical Engineering Corner,,BK-00122.webp,en,,PDF,322.0,2014.0,,Jet_Propulsiona_Simple_Guide_To_The_Aerodynamic_And_Thermodynamic_Design_And_Performance_Of_Jet_Engines_(nicholas_Cumpsty)-A_&_A_0115.pdf,Jet_Propulsiona_Simple_Guide_To_The_Aerodynamic_And_Thermodynamic_Design_And_Performance_Of_Jet_Engines_(nicholas_Cumpsty)-A_&_A_0115.pdf,3.70 MB
BK-00123,"Compressible Fluid Flow (patrick H  Oosthuizen, William Carscallen) A & A 0048",Unknown,Aerospace & Aeronautical Engineering Corner,,BK-00123.webp,en,,PDF,290.0,1999.0,,"Compressible_Fluid_Flow_(patrick_H._Oosthuizen,_William_Carscallen)-A_&_A_0048.pdf","Compressible_Fluid_Flow_(patrick_H._Oosthuizen,_William_Carscallen)-A_&_A_0048.pdf",19.25 MB
BK-00124,Introduction to Unmanned Aircraft Systems,"Barnhart, R. Kurt; Marshall, Douglas M.; Shappee, Eric",Aerospace & Aeronautical Engineering Corner,,BK-00124.webp,en,,PDF,525.0,2019.0,,Third_Edition_Introduction_To_Unmanned_Aircraft_Systems_Edited_By_R._Kurt_Barnhart_Douglas_M._Marshall_Eric_Shappeе-A_&_A_0146.pdf,Third_Edition_Introduction_To_Unmanned_Aircraft_Systems_Edited_By_R._Kurt_Barnhart_Douglas_M._Marshall_Eric_Shappeе-A_&_A_0146.pdf,103.11 MB
BK-00125,"Aircraft Design A Conceptual Approach, Second Edition (daniel P  Raymer) A & A 0020",Unknown,Aerospace & Aeronautical Engineering Corner,,BK-00125.webp,en,,PDF,760.0,2005.0,,"Aircraft_Design_A_Conceptual_Approach,_Second_Edition_(daniel_P._Raymer)-A_&_A_0020.pdf","Aircraft_Design_A_Conceptual_Approach,_Second_Edition_(daniel_P._Raymer)-A_&_A_0020.pdf",29.23 MB
BK-00126,The Principles of Integrated Technology in Avionics Systems,Unknown,Aerospace & Aeronautical Engineering Corner,,BK-00126.webp,en,,PDF,549.0,2020.0,,The_Principles_Of_Integrated_Technology_In_Avionics_Systems-A_&_A_0152.pdf,The_Principles_Of_Integrated_Technology_In_Avionics_Systems-A_&_A_0152.pdf,24.06 MB
BK-00127,"Rotorcraft Aeromechanics (Cambridge Aerospace Series, 36)",Wayne Johnson,Aerospace & Aeronautical Engineering Corner,,BK-00127.webp,en,,PDF,950.0,,,Rotorcraft_Aeromechanics_(wayne_Johnson)-A_&_A_0139.pdf,Rotorcraft_Aeromechanics_(wayne_Johnson)-A_&_A_0139.pdf,8.07 MB
BK-00128,Aerodynamics for Engineers,JOHN J. BERTIN,Aerospace & Aeronautical Engineering Corner,,BK-00128.webp,en,,PDF,844.0,2021.0,,"Aerodynamics_for_engineers,_6th_edition,_by_bertin,_john_j_,_cummings-A_&_A_0017.pdf","Aerodynamics_for_engineers,_6th_edition,_by_bertin,_john_j_,_cummings-A_&_A_0017.pdf",57.24 MB
BK-00129,Grid Generation Methods (scientific Computation)    Vladimir D  Liseikin A & A 0096,Unknown,Aerospace & Aeronautical Engineering Corner,,BK-00129.webp,en,,PDF,402.0,2009.0,,Grid_Generation_Methods_(scientific_Computation)____Vladimir_D__Liseikin-A_&_A_0096.pdf,Grid_Generation_Methods_(scientific_Computation)____Vladimir_D__Liseikin-A_&_A_0096.pdf,2.28 MB
BK-00130,Aircraft Structures (david J  Peery) A & A 0023,Unknown,Aerospace & Aeronautical Engineering Corner,,BK-00130.webp,en,,PDF,582.0,2013.0,,Aircraft_Structures_(david_J._Peery)-A_&_A_0023.pdf,Aircraft_Structures_(david_J._Peery)-A_&_A_0023.pdf,24.63 MB
BK-00131,Computational Fluid Dynamics With Moving Boundaries,Wei Shyy & H. S. Udaykumar & Madhukar M. Rao & Richard W. Smith,Aerospace & Aeronautical Engineering Corner,,BK-00131.webp,en,,PDF,464.0,2024.0,,"Computational_Fluid_Dynamics_With_Moving_Boundaries_(wei_Shyy,_H._S._Udaykumar,_Madhukar_M._Rao_Etc.)-A_&_A_0050.pdf","Computational_Fluid_Dynamics_With_Moving_Boundaries_(wei_Shyy,_H._S._Udaykumar,_Madhukar_M._Rao_Etc.)-A_&_A_0050.pdf",16.45 MB
BK-00132,Front Matter,Unknown,Aerospace & Aeronautical Engineering Corner,,BK-00132.webp,en,,PDF,489.0,2020.0,,Satellite_gravimetry_and_the_solid_earth_mathematical_foundations-A_&_A_0140.pdf,Satellite_gravimetry_and_the_solid_earth_mathematical_foundations-A_&_A_0140.pdf,38.72 MB
BK-00133,Navigation and Control of Autonomous Marine Vehicles,Sanjay Sharma and Bidyadhar Subudhi,Aerospace & Aeronautical Engineering Corner,,BK-00133.webp,en,,PDF,349.0,2019.0,,Navigation_And_Control_Of_Autonomous_Marine_Vehicles-A_&_A_0129.pdf,Navigation_And_Control_Of_Autonomous_Marine_Vehicles-A_&_A_0129.pdf,7.47 MB
BK-00134,ISE Ebook Online Access For Fundamentals Of Aerodynamics,John Anderson;,Aerospace & Aeronautical Engineering Corner,,BK-00134.webp,en,,PDF,1169.0,2022.0,,"Fundamentals_of_aerodynamics,_7th_edition,_by_john_d_anderson_jr-A_&_A_0092.pdf","Fundamentals_of_aerodynamics,_7th_edition,_by_john_d_anderson_jr-A_&_A_0092.pdf",207.01 MB
BK-00135,Introduction to Rocket Science and Engineering,Unknown,Aerospace & Aeronautical Engineering Corner,,BK-00135.webp,en,,PDF,352.0,2017.0,,"Introduction_To_Rocket_Science_And_Engineering,_Second_Edition_(travis_S._Taylor)-A_&_A_0109.pdf","Introduction_To_Rocket_Science_And_Engineering,_Second_Edition_(travis_S._Taylor)-A_&_A_0109.pdf",76.39 MB
BK-00136,"Understanding Flight  Intro Aerodynamics (david Anderson, Scott Eberhardt Etc ) A & A 0162",Unknown,Aerospace & Aeronautical Engineering Corner,,BK-00136.webp,en,,PDF,254.0,2007.0,,"Understanding_Flight._Intro_Aerodynamics_(david_Anderson,_Scott_Eberhardt_Etc.)-A_&_A_0162.pdf","Understanding_Flight._Intro_Aerodynamics_(david_Anderson,_Scott_Eberhardt_Etc.)-A_&_A_0162.pdf",2.95 MB
BK-00137,"Aerodynamics For Engineers (john J  Bertin, Russell M  Cummings) A & A 0011",Unknown,Aerospace & Aeronautical Engineering Corner,,BK-00137.webp,en,,PDF,757.0,2011.0,,"Aerodynamics_For_Engineers_(john_J._Bertin,_Russell_M._Cummings)-A_&_A_0011.pdf","Aerodynamics_For_Engineers_(john_J._Bertin,_Russell_M._Cummings)-A_&_A_0011.pdf",20.19 MB
BK-00138,Phosphors For Energy Saving And Conversion Technology A & A 0133,Unknown,Aerospace & Aeronautical Engineering Corner,,BK-00138.webp,en,,PDF,253.0,2018.0,,Phosphors_For_Energy_Saving_And_Conversion_Technology-A_&_A_0133.pdf,Phosphors_For_Energy_Saving_And_Conversion_Technology-A_&_A_0133.pdf,10.10 MB
BK-00139,The illustrated guide to aerodynamics,"Smith, Hubert (Hubert C.)",Aerospace & Aeronautical Engineering Corner,,BK-00139.webp,en,,PDF,244.0,2021.0,,"The_Illustrated_Guide_To_Aerodynamics_(smith,_Hubert_(hubert_C.))-A_&_A_0153.pdf","The_Illustrated_Guide_To_Aerodynamics_(smith,_Hubert_(hubert_C.))-A_&_A_0153.pdf",14.75 MB
BK-00140,High Speed Wing Theory (doris Cohen Robert Thomas Jones) A & A 0097,Unknown,Aerospace & Aeronautical Engineering Corner,,BK-00140.webp,en,,PDF,250.0,2012.0,,High_Speed_Wing_Theory_(doris_Cohen_Robert_Thomas_Jones)-A_&_A_0097.pdf,High_Speed_Wing_Theory_(doris_Cohen_Robert_Thomas_Jones)-A_&_A_0097.pdf,14.02 MB
BK-00141,Aircraft design : a conceptual approach ,"Raymer, Daniel P., author",Aerospace & Aeronautical Engineering Corner,,BK-00141.webp,en,,PDF,1112.0,2023.0,,"Aircraft_Designa_Conceptual_Approach_(raymer,_Daniel_P.,_Author)-A_&_A_0026.pdf","Aircraft_Designa_Conceptual_Approach_(raymer,_Daniel_P.,_Author)-A_&_A_0026.pdf",56.42 MB
BK-00142,"Low Speed Wind Tunnel Testing, 3ed (jewel B  Barlow, William H  Rae Jr  Etc ) A & A 0118",Unknown,Aerospace & Aeronautical Engineering Corner,,BK-00142.webp,en,,PDF,729.0,2020.0,,"Low_Speed_Wind_Tunnel_Testing,_3ed_(jewel_B._Barlow,_William_H._Rae_Jr._Etc.)-A_&_A_0118.pdf","Low_Speed_Wind_Tunnel_Testing,_3ed_(jewel_B._Barlow,_William_H._Rae_Jr._Etc.)-A_&_A_0118.pdf",104.63 MB
BK-00143,"Data-Driven Science and Engineering : Machine Learning, Dynamical Systems, and Control",Steven L. Brunton and J. Nathan Kutz,Aerospace & Aeronautical Engineering Corner,,BK-00143.webp,en,,PDF,616.0,2022.0,,"Data_driven_Science_And_Engineering__Machine_Learning,____Steven_L_(_Brunton;_Jose_Nathan_Kutz____2nd_Revised_Edition,_Cambridge,_United_Kingdom-A_&_A_0053.pdf","Data_driven_Science_And_Engineering__Machine_Learning,____Steven_L_(_Brunton;_Jose_Nathan_Kutz____2nd_Revised_Edition,_Cambridge,_United_Kingdom-A_&_A_0053.pdf",29.13 MB
BK-00144,Introduction to Aircraft Structural Analysis (Elsevier Aerospace Engineering),T.H.G. Megson,Aerospace & Aeronautical Engineering Corner,,BK-00144.webp,en,,PDF,649.0,2010.0,,Aircraft_Structures_By_Megson___Book-A_&_A_0024.pdf,Aircraft_Structures_By_Megson___Book-A_&_A_0024.pdf,4.62 MB
BK-00145,Airplane Design Part Iv Layout Design Of Landing Gear And Systems (jan Roskam) A & A 0036,Unknown,Aerospace & Aeronautical Engineering Corner,,BK-00145.webp,en,,PDF,436.0,2019.0,,Airplane_Design_Part_Iv_Layout_Design_Of_Landing_Gear_And_Systems_(jan_Roskam)-A_&_A_0036.pdf,Airplane_Design_Part_Iv_Layout_Design_Of_Landing_Gear_And_Systems_(jan_Roskam)-A_&_A_0036.pdf,110.18 MB
BK-00146,"Process Integration and Intensification: Saving Energy, Water and Resources","Klemeš, Jirí Jaromír,Varbanov, Petar Sabev,Wan Alwi, Sharifah Rafidah Wan,Manan, Zainuddin Abdul",Aerospace & Aeronautical Engineering Corner,,BK-00146.webp,en,,PDF,269.0,2014.0,,"Process_integration_and_intensification_saving_energy,_water_and-A_&_A_0136.pdf","Process_integration_and_intensification_saving_energy,_water_and-A_&_A_0136.pdf",3.35 MB
